kodifikasi,nama,lokasi,kotamadya,kecamatan,kelurahan,luas,jenis
815060004,Taman Segitiga Tol Cakung,Jl. Akses Tol,Jakarta Timur,Cakung,Cakung Barat,50,Taman Lingkungan
815060001,Taman Komplek PLN,Jl. PLN Klender,Jakarta Timur,Cakung,Jatinegara,400,Taman Lingkungan
815060005,Taman Segitiga Pulo Gebang,Jl. STKA Cakung,Jakarta Timur,Cakung,Pulo Gebang,50,Taman Lingkungan
815060002,Taman PKK Sentra Primer,Jl. Sentra Primer Timur,Jakarta Timur,Cakung,Pulo Gebang,1000,Taman Lingkungan
815060006,Taman RTH Penggilingan,Kel. Penggilingan,Jakarta Timur,Cakung,Pulo Gebang,1000,Taman Lingkungan
815012012,Taman Segitiga Pintu I Taman,Jl. Pintu I Taman Mini,Jakarta Timur,Cipayung,Ceger,150,Taman Lingkungan
815012010,Taman Koperasi,Jl. Koperasi,Jakarta Timur,Cipayung,Ceger,165,Taman Lingkungan
815012011,Taman Kosgoro,Jl. Kosgoro,Jakarta Timur,Cipayung,Ceger,187,Taman Lingkungan
815012004,Taman Kav. DKI Blok H,Kav. DKI Blok H,Jakarta Timur,Cipayung,Cipayung,2780,Taman Lingkungan
815012014,Taman Segitiga Cipayung,Segitiga Cipayung,Jakarta Timur,Cipayung,Cipayung,315,Taman Lingkungan
815012002,Taman Akustik,Jl. Akustik,Jakarta Timur,Cipayung,Cipayung,449,Taman Lingkungan
815012008,Taman Bina Marga I,Jl. Bina Marga I,Jakarta Timur,Cipayung,Cipayung,325,Taman Lingkungan
815012006,Taman Kav. DKI Blok E I,Kav. DKI Blok E I,Jakarta Timur,Cipayung,Cipayung,195,Taman Lingkungan
815012016,Taman Segitiga Cibubur,Segitiga Cibubur,Jakarta Timur,Cipayung,Cipayung,50,Taman Lingkungan
815012003,Taman PBSI,Komp. PBSI,Jakarta Timur,Cipayung,Cipayung,315,Taman Lingkungan
815012013,Taman Pengembangan RTH,Pengembangan RTH,Jakarta Timur,Cipayung,Cipayung,1000,Taman Lingkungan
815012001,Taman Alamanda,Jl. Alamanda,Jakarta Timur,Cipayung,Cipayung,3318,Taman Lingkungan
815012009,Taman Bina Marga II,Jl. Bina Marga II,Jakarta Timur,Cipayung,Cipayung,116,Taman Lingkungan
815012007,Taman Kav. DKI Blok E II/Taman Akustik,Kav. DKI Blok E II,Jakarta Timur,Cipayung,Cipayung,475,Taman Lingkungan
815021001,Taman Segitiga Pd. Gede,Jl. Pondok Gede,Jakarta Timur,Cipayung,Lubang Buaya,619,Taman Lingkungan
815011005,Taman Segitiga Bromo,Jl. Bromo,Jakarta Timur,Ciracas,Cibubur,1597,Taman Lingkungan
815011003,Taman Segitiga Tidar,Cibubur Permai,Jakarta Timur,Ciracas,Cibubur,800,Taman Lingkungan
815011012,Taman Segitiga Merbabu,Jl. Merbabu,Jakarta Timur,Ciracas,Cibubur,1892,Taman Lingkungan
815011001,Taman Segitiga Lap. Tembak,Jl. Lapangan Tembak,Jakarta Timur,Ciracas,Cibubur,770,Taman Lingkungan
815011010,Taman Argopuro,Jl. Argopuro,Jakarta Timur,Ciracas,Cibubur,2117.5,Taman Lingkungan
815011006,Taman Danau Rawa Dongkal,Cibubur Indah (Bukit Permai),Jakarta Timur,Ciracas,Cibubur,50000,Taman Lingkungan
815011004,Taman Patas,Jl. Patas,Jakarta Timur,Ciracas,Cibubur,1493,Taman Lingkungan
815011002,Taman Segitiga Cibubur,Jl. Taman Bunga,Jakarta Timur,Ciracas,Cibubur,300,Taman Lingkungan
815011011,Taman Tidar,Jl. Tidar,Jakarta Timur,Ciracas,Cibubur,5274,Taman Lingkungan
815011007,Taman Segitiga Tanah Merdeka,Jl. TB Simatupang,Jakarta Timur,Ciracas,Rambutan,549,Taman Lingkungan
815011008,Taman Segitiga Kp. Rambutan,Jl. TB Simatupang,Jakarta Timur,Ciracas,Susukan,1600,Taman Lingkungan
815011009,Taman Segitiga Jl. Suci,Jl. TB Simatupang,Jakarta Timur,Ciracas,Susukan,600,Taman Lingkungan
815031070,Taman Jl. Bayu RW.03,Jl. Bayu,Jakarta Timur,Duren Sawit,Duren Sawit,796,Taman Lingkungan
815031068,Taman Kav. PTB Duren Sawit Timur,Jl. Duren Sawit Timur Blok C 6,Jakarta Timur,Duren Sawit,Duren Sawit,750.8,Taman Lingkungan
815021007,Taman Jati Waringin,Jl. Inspeksi Saluran Kali Malang,Jakarta Timur,Duren Sawit,Duren Sawit,4834,Taman Lingkungan
815031022,Taman Kav. Agraria,Jl. Kav. Agraria,Jakarta Timur,Duren Sawit,Duren Sawit,2447,Taman Lingkungan
815031020,Taman Duren Sawit Timur,Jl. Duren Sawit Timur,Jakarta Timur,Duren Sawit,Duren Sawit,2194,Taman Lingkungan
815031018,Taman Swadaya VIII,Jl. Swadaya VIII,Jakarta Timur,Duren Sawit,Duren Sawit,2040.7,Taman Lingkungan
815031071,Taman Blok Q3 RW 08 Kav PTB (Taman Diesel),Blok Q3 RW 08,Jakarta Timur,Duren Sawit,Duren Sawit,1000,Taman Lingkungan
815031069,Taman Bambu Betung (Pndk Kelapa),Jl. Bambu Betung,Jakarta Timur,Duren Sawit,Duren Sawit,989.2,Taman Lingkungan
815031019,Taman Pendidikan,Jl. Pendidikan,Jakarta Timur,Duren Sawit,Duren Sawit,1002,Taman Lingkungan
815031015,Taman Duren Sawit V/F,Jl. Duren Sawit V/F,Jakarta Timur,Duren Sawit,Klender,402,Taman Lingkungan
815031013,Taman Duren Sawit III/F,Jl. Duren Sawit III/F,Jakarta Timur,Duren Sawit,Klender,800,Taman Lingkungan
815031077,Taman Duren Sawit Indah Blok AD I,Jl. Duren Sawit Indah Blok AD I,Jakarta Timur,Duren Sawit,Klender,1666,Taman Lingkungan
815031011,Taman Duren Sawit II/F,Jl. Duren Sawit II/F,Jakarta Timur,Duren Sawit,Klender,294,Taman Lingkungan
815031075,Taman Viaduct Klender,Jl. Viaduct Klender,Jakarta Timur,Duren Sawit,Klender,8600,Taman Lingkungan
815031060,Taman Lingkar Duren Sawit,Jl. Lingkar Duren Sawit,Jakarta Timur,Duren Sawit,Klender,1000,Taman Lingkungan
815031016,Taman Duren Sawit Indah I,Jl. Duren Sawit Barat I,Jakarta Timur,Duren Sawit,Klender,1247,Taman Lingkungan
815031014,Taman Duren Sawit IV/F,Jl. Duren Sawit IV/F,Jakarta Timur,Duren Sawit,Klender,380,Taman Lingkungan
815031012,Taman Duren Sawit I/F,Jl. Duren Sawit I/F,Jakarta Timur,Duren Sawit,Klender,1000,Taman Lingkungan
815031001,Taman Wijaya Kusuma (Pndk Bambu),Jl. Wijaya Kusuma,Jakarta Timur,Duren Sawit,Klender,2133,Taman Lingkungan
815031076,Taman Segitiga Jl. Dermaga (Hutan Kota),Jl. Dermaga,Jakarta Timur,Duren Sawit,Klender,350,Taman Lingkungan
815031010,Taman I Gusti Ngurah Rai,Jl. IG Ngurah Rai,Jakarta Timur,Duren Sawit,Klender,16377,Taman Lingkungan
815031061,Taman Blok M Perm Kary DKI,Blok M Perm Kary DKI,Jakarta Timur,Duren Sawit,Klender,5161,Taman Lingkungan
815031017,Taman Duren Sawit Indah II,Jl. Duren Sawit Indah II,Jakarta Timur,Duren Sawit,Klender,1502,Taman Lingkungan
815031059,Taman Teratai Putih,Jl. Teratai Putih,Jakarta Timur,Duren Sawit,Malaka Jaya,1000,Taman Lingkungan
815031048,Taman Malaka Sel. Blok C,Jl. Malaka Sel. Blok C,Jakarta Timur,Duren Sawit,Malaka Jaya,885,Taman Lingkungan
815031046,Taman Malaka Utara Blok C 12,Jl. Malaka Utara Blok C 12,Jakarta Timur,Duren Sawit,Malaka Jaya,404,Taman Lingkungan
815031047,Taman Malaka Utara Blok C,Jl. Malaka Utra Blok C,Jakarta Timur,Duren Sawit,Malaka Jaya,534.4,Taman Lingkungan
815031078,Taman Jl. Nusa Indah IV,Jl. Nusa Indah IV,Jakarta Timur,Duren Sawit,Malaka Jaya,739,Taman Lingkungan
815031021,Taman Nusa Indah III,Jl. Nusa Indah III,Jakarta Timur,Duren Sawit,Malaka Jaya,1000,Taman Lingkungan
815031057,Taman Malaka Utara IV,Jl. Malaka Utara IV,Jakarta Timur,Duren Sawit,Malaka Sari,593.4,Taman Lingkungan
815031024,Taman Malaka Sel. Pinggir Kali,Jl. Malaka Selatan Pinggir Kali,Jakarta Timur,Duren Sawit,Malaka Sari,3976,Taman Lingkungan
815031044,Taman Malaka Barat,Jl. Malaka Barat II-III,Jakarta Timur,Duren Sawit,Malaka Sari,1494.5,Taman Lingkungan
815031064,Taman Malaka Sltn Dpn Mesjid Al-Iman,Jl. Malaka Selatan 1G,Jakarta Timur,Duren Sawit,Malaka Sari,1352.9,Taman Lingkungan
815031042,Taman Delima VI,Jl. Delima VI,Jakarta Timur,Duren Sawit,Malaka Sari,2625,Taman Lingkungan
815031062,Taman Cempaka RW 10 Malaka Sari,Jl. Cempaka II,Jakarta Timur,Duren Sawit,Malaka Sari,1369.3,Taman Lingkungan
815031040,Taman Malaka Selatan II,Jl. Malaka Selatan II,Jakarta Timur,Duren Sawit,Malaka Sari,1858.1,Taman Lingkungan
815031045,Taman Malaka Selatan Blok A,Jl. Malaka Selatan Gang D,Jakarta Timur,Duren Sawit,Malaka Sari,466.1,Taman Lingkungan
815031043,Taman Rusun Klender,Jl. Rusun Klender,Jakarta Timur,Duren Sawit,Malaka Sari,5948,Taman Lingkungan
815031074,Taman Jl. Beringin,Jl. Beringin,Jakarta Timur,Duren Sawit,Malaka Sari,404.5,Taman Lingkungan
815031041,Taman Delima V,Jl. Delima V,Jakarta Timur,Duren Sawit,Malaka Sari,573.6,Taman Lingkungan
815031039,Taman Malaka Utara V,Jl. Malaka Utara V,Jakarta Timur,Duren Sawit,Malaka Sari,532,Taman Lingkungan
815031006,Taman Kesenian,Jl. Kesenian,Jakarta Timur,Duren Sawit,Pondok Bambu,4384,Taman Lingkungan
815031004,Taman Buluh Perindu,Jl. Buluh Perindu,Jakarta Timur,Duren Sawit,Pondok Bambu,640,Taman Lingkungan
815031002,Taman Pulau-pulau Jatiwaringin,Jl. Inspeksi Kali Malang,Jakarta Timur,Duren Sawit,Pondok Bambu,11140,Taman Lingkungan
815031066,Taman Bambu Mas Selatan,Jl. Bambu Mas Selatan,Jakarta Timur,Duren Sawit,Pondok Bambu,445.4,Taman Lingkungan
815031009,Taman Peng Kupat Kumis,Jl. Durian,Jakarta Timur,Duren Sawit,Pondok Bambu,435,Taman Lingkungan
815031073,Taman Jl. Bambu Duri I,Jl. Bambu Duri I,Jakarta Timur,Duren Sawit,Pondok Bambu,344,Taman Lingkungan
815031007,Taman Nakula,Jl. Nakula,Jakarta Timur,Duren Sawit,Pondok Bambu,491,Taman Lingkungan
815031005,Taman Bambu Betung (Pndk Bambu),Jl. Bambu Betung,Jakarta Timur,Duren Sawit,Pondok Bambu,989.2,Taman Lingkungan
815031003,Taman Kejaksaan (Pndk Bambu),Jl. Kejaksaan,Jakarta Timur,Duren Sawit,Pondok Bambu,468.2,Taman Lingkungan
815031008,Taman Bonang (Pndk Bambu),Jl. Bonang,Jakarta Timur,Duren Sawit,Pondok Bambu,287,Taman Lingkungan
815031072,Taman Jl. Tutul,Jl. Tutul,Jakarta Timur,Duren Sawit,Pondok Bambu,808.5,Taman Lingkungan
815031028,Taman Pd. Kelapa Brt VI,Jl. Pd. Kelapa Brt VI,Jakarta Timur,Duren Sawit,Pondok Kelapa,694,Taman Lingkungan
815031081,Taman Belakang Kav PTB P6,Kav PTB P6,Jakarta Timur,Duren Sawit,Pondok Kelapa,600,Taman Lingkungan
815031037,Taman Pd. Kelapa Brt I & II,Jl. Pd. Kelapa Brt I & II,Jakarta Timur,Duren Sawit,Pondok Kelapa,1246.2,Taman Lingkungan
815031026,Taman Lembah Palm,Jl. Hibrida 4,Jakarta Timur,Duren Sawit,Pondok Kelapa,1406.9,Taman Lingkungan
815031035,Taman Janur III,Jl. Janur III,Jakarta Timur,Duren Sawit,Pondok Kelapa,690.6,Taman Lingkungan
815031033,Taman Cengkir,Jl. Cengkir,Jakarta Timur,Duren Sawit,Pondok Kelapa,1861,Taman Lingkungan
815031031,Taman Manggar III,Jl. Manggar III,Jakarta Timur,Duren Sawit,Pondok Kelapa,533,Taman Lingkungan
815031029,Taman Ikapola,Jl. Ikapola,Jakarta Timur,Duren Sawit,Pondok Kelapa,1366,Taman Lingkungan
815031082,Taman Blok S Perum Karyawan DKI,Blok S Perum Kary DKI,Jakarta Timur,Duren Sawit,Pondok Kelapa,571.1,Taman Lingkungan
815031038,Taman Pulau 2 Malaka Selatan,Jl. Malaka Selatan 2A,Jakarta Timur,Duren Sawit,Pondok Kelapa,1122,Taman Lingkungan
815031027,Taman Lembah Nyiur,Jl. Lembah Nyiur,Jakarta Timur,Duren Sawit,Pondok Kelapa,1071.7,Taman Lingkungan
815031058,Taman Blok B Perum Kary DKI,Blok B Perum Kary DKI,Jakarta Timur,Duren Sawit,Pondok Kelapa,3488,Taman Lingkungan
815031036,Taman Pondok Kelapa II,Jl. Pondok Kelapa II,Jakarta Timur,Duren Sawit,Pondok Kelapa,1750,Taman Lingkungan
815031025,Taman Lembah Pinang,Jl. Lembah Pinang,Jakarta Timur,Duren Sawit,Pondok Kelapa,811.2,Taman Lingkungan
815031067,Taman Kav. DPRD Blok AE 2,Jl. Nyiur 3,Jakarta Timur,Duren Sawit,Pondok Kelapa,1208.7,Taman Lingkungan
815031034,Taman Sabut,Jl. Sabut,Jakarta Timur,Duren Sawit,Pondok Kelapa,1257,Taman Lingkungan
815031023,Taman Enau,Jl. Enau,Jakarta Timur,Duren Sawit,Pondok Kelapa,867,Taman Lingkungan
815031065,Taman Pondok Kelapa RW 02 Hutan Kota,Jl. Pondok Kelapa RW 02 Hutan Kota,Jakarta Timur,Duren Sawit,Pondok Kelapa,1000,Taman Lingkungan
815031032,Taman Manggar IV,Jl. Manggar IV,Jakarta Timur,Duren Sawit,Pondok Kelapa,1850,Taman Lingkungan
815031063,Taman Pondok Kelapa VIIID,Jl. Pondok Kelapa VIID,Jakarta Timur,Duren Sawit,Pondok Kelapa,1000,Taman Lingkungan
815031030,Taman Janur Kuning,Jl. Janur Kuning,Jakarta Timur,Duren Sawit,Pondok Kelapa,1372.8,Taman Lingkungan
815031083,Taman Pondok Kelapa I D,Jl. Pondok Kelapa I D,Jakarta Timur,Duren Sawit,Pondok Kelapa,469.8,Taman Lingkungan
815031079,Taman Pondok Kopi RW.08,Pondok Kopi RW.08,Jakarta Timur,Duren Sawit,Pondok Kopi,2642.1,Taman Lingkungan
815031055,Taman Arabika III,Jl. Arabika III,Jakarta Timur,Duren Sawit,Pondok Kopi,1482.9,Taman Lingkungan
815031053,Taman Pos Pos Polisi,Jl. Pondok Kopi Raya,Jakarta Timur,Duren Sawit,Pondok Kopi,996,Taman Lingkungan
815031051,Taman Pondok Kopi VII,Jl. Pondok Kopi VII,Jakarta Timur,Duren Sawit,Pondok Kopi,379.7,Taman Lingkungan
815031049,Taman Pondok Kopi II,Jl. Pondok Kopi II,Jakarta Timur,Duren Sawit,Pondok Kopi,2160,Taman Lingkungan
815031080,Taman Pondok Kopi V,Jl. Pondok Kopi V,Jakarta Timur,Duren Sawit,Pondok Kopi,286.4,Taman Lingkungan
815031056,Taman Pondok Kopi IV B,Jl. Pondok Kopi IV.B,Jakarta Timur,Duren Sawit,Pondok Kopi,350,Taman Lingkungan
815031054,Taman Pondok Kopi VIII,Jl. Pondok Kopi VIII,Jakarta Timur,Duren Sawit,Pondok Kopi,2631,Taman Lingkungan
815031052,Taman Pondok Kopi VII/B,Jl. Pondok Kopi VII/B,Jakarta Timur,Duren Sawit,Pondok Kopi,397,Taman Lingkungan
815031050,Taman Pondok Kopi III,Jl. Pondok Kopi III,Jakarta Timur,Duren Sawit,Pondok Kopi,328,Taman Lingkungan
815030022,Taman TK. Al Iman,Jl. Antar I,Jakarta Timur,Jatinegara,,350,Taman Lingkungan
815030020,Taman Blok NN Cip Jaya,Jl. Antar II,Jakarta Timur,Jatinegara,,798,Taman Lingkungan
815030018,Taman Cip. Jaya I Balai Warga Rw 07,Jl. Cip. Jaya I,Jakarta Timur,Jatinegara,,608.3,Taman Lingkungan
31010008,REFUNGSI SPBU NO. 31-13601 Jl.Inspeksi Saluran Timur,Jl.Inspeksi Saluran Timur,Jakarta Timur,Jatinegara,,1230,Taman Lingkungan
815030023,Taman Bekasi Timur Kodim,Jl. Bekasi Barat Raya,Jakarta Timur,Jatinegara,,482,Taman Lingkungan
815030021,Taman Hutan Kota Cip. Sel,Jl. Cipinang Selatan II,Jakarta Timur,Jatinegara,,1455.6,Taman Lingkungan
815030002,Taman Berlian Cawang,Jl. Berlian,Jakarta Timur,Jatinegara,Bidara Cina,985.2,Taman Lingkungan
815030003,Taman Hutan Kota Caw. Bwh,Jl. MT. Haryono,Jakarta Timur,Jatinegara,Bidara Cina,3000,Taman Lingkungan
815030019,Taman RTH RW.12 RT 10 CBU,Jl. Cipionang Pulo,Jakarta Timur,Jatinegara,Cipinang Besar Utara,550.5,Taman Lingkungan
815030017,Taman Kejaksaan,Jl. Bekasi Timur 4,Jakarta Timur,Jatinegara,Cipinang Besar Utara,3664,Taman Lingkungan
815030008,Taman Cornel Simanjuntak,Jl. Simanjuntak,Jakarta Timur,Jatinegara,Cipinang Cempedak,5403.5,Taman Lingkungan
815030013,Taman Segitiga Asrama Seng,Jl. Komplek XI,Jakarta Timur,Jatinegara,Cipinang Cempedak,230,Taman Lingkungan
815030011,Taman Merah Delima,Jl. Merah Delima II,Jakarta Timur,Jatinegara,Cipinang Cempedak,436.5,Taman Lingkungan
815030009,Taman Segi Tiga Otista,Jl. Otista,Jakarta Timur,Jatinegara,Cipinang Cempedak,127,Taman Lingkungan
815030012,Taman Berdikari,Jl. Berdikari III,Jakarta Timur,Jatinegara,Cipinang Cempedak,1273.8,Taman Lingkungan
815030010,Taman Hijau Daun,Jl. Biru Laut,Jakarta Timur,Jatinegara,Cipinang Cempedak,1869.7,Taman Lingkungan
815030015,Taman Cip. Elok II,Jl. Cipinang Elok II,Jakarta Timur,Jatinegara,Cipinang Muara,1092.6,Taman Lingkungan
815030024,Taman RTH Rw 08 Cip Muara,RW 08 Cipinang Muara,Jakarta Timur,Jatinegara,Cipinang Muara,803,Taman Lingkungan
815030016,Taman Cipinang Elok II Blok AV,Jl. Cip Elok Blok AV,Jakarta Timur,Jatinegara,Cipinang Muara,800,Taman Lingkungan
815030014,Taman Cip. Elok I,Jl. Cipinang Elok I,Jakarta Timur,Jatinegara,Cipinang Muara,758.1,Taman Lingkungan
815030001,Taman Segi Tiga Tong Tek,Jl. Jatinegara Barat,Jakarta Timur,Jatinegara,Kampung Melayu,178,Taman Lingkungan
815030006,Taman Jl. Kaiman Bekasi Timur,Jl. Kaiman,Jakarta Timur,Jatinegara,Rawa Bunga,391,Taman Lingkungan
815030004,Taman Ex Pasar By Pass,Jl. Bekasi Timur,Jakarta Timur,Jatinegara,Rawa Bunga,5000,Taman Lingkungan
815030007,Taman Viaduct Jatinegara,Jl. Mayjen DI Panjaitan,Jakarta Timur,Jatinegara,Rawa Bunga,2710,Taman Lingkungan
815030005,Taman Barkah,Jl. Bekasi Timur IX,Jakarta Timur,Jatinegara,Rawa Bunga,3704,Taman Lingkungan
815020014,Taman Darmawanita,Jl. Mayjen Sutoyo,Jakarta Timur,Kramat Jati,Cawang,300,Taman Lingkungan
815020012,Taman Segitiga Pinggir Tol,Jl. Cililitan Besar RW. 03,Jakarta Timur,Kramat Jati,Cililitan,904,Taman Lingkungan
815020010,Taman Segitiga RW. 01,Jl. Mayjen Sutoyo Ujung Tol,Jakarta Timur,Kramat Jati,Cililitan,4029,Taman Lingkungan
815020013,Taman Pinggir Kali Al Hawi,Jl. Raya Bogor RW. 04,Jakarta Timur,Kramat Jati,Cililitan,3200,Taman Lingkungan
815020011,Taman Segitiga Cililitan,Jl. Al Hawi depan terminal lam,Jakarta Timur,Kramat Jati,Cililitan,1203,Taman Lingkungan
815020009,Taman Segitiga Sutoyo,Jl. Mayjen Sutoyo RW. 001,Jakarta Timur,Kramat Jati,Cililitan,150,Taman Lingkungan
815020006,Taman Ujung Tol Pd. Gede,Jl. Raya Pondok Gede RW. 05,Jakarta Timur,Kramat Jati,Dukuh,960,Taman Lingkungan
815020007,Taman RW.07 Kel Dukuh,Jl. Gotong Royong,Jakarta Timur,Kramat Jati,Dukuh,200,Taman Lingkungan
815020001,Taman Bulak Rantai I,Jl. Rantai Tengah Komplek AD,Jakarta Timur,Kramat Jati,Kampung Tengah,1950,Taman Lingkungan
815020004,Taman Komplek Paswalpres,Jl. INPRES Raya,Jakarta Timur,Kramat Jati,Kampung Tengah,2150,Taman Lingkungan
815020002,Taman Bulak Rantai II,Jl. Rasamala Komplek AD,Jakarta Timur,Kramat Jati,Kampung Tengah,3628,Taman Lingkungan
815020005,Taman RW.07 Kel Tengah,Jl. Trikora 3,Jakarta Timur,Kramat Jati,Kampung Tengah,400,Taman Lingkungan
815020003,Taman Dep. Masjid Fatahilah,Jl. Bulak Rantai Komplek AD,Jakarta Timur,Kramat Jati,Kampung Tengah,650,Taman Lingkungan
815020008,Taman Kantor Kecamatan (Kampung Tengah),Jl. Lapo Bola,Jakarta Timur,Kramat Jati,Kramat Jati,2350,Taman Lingkungan
815021006,Taman Borobudur,Jl. Kelurahan,Jakarta Timur,Makasar,Cipinang Melayu,948,Taman Lingkungan
815021003,Taman Sutoyo,Jl. Sutoyo,Jakarta Timur,Makasar,Kebon Pala,6150,Taman Lingkungan
815021004,Taman PPD,Jl. PPD Sutoyo,Jakarta Timur,Makasar,Kebon Pala,1600,Taman Lingkungan
815021002,Taman Jl. PPD,Jl. PPD Sutoyo,Jakarta Timur,Makasar,Kebon Pala,373,Taman Lingkungan
815021009,Taman Ujung Landasan,Jl. Mesjid Al Munir,Jakarta Timur,Makasar,Makasar,3361,Taman Lingkungan
815021005,Taman Jaya Kusuma,Jl. Jaya Kusuma Raya,Jakarta Timur,Makasar,Makasar,1077.1,Taman Lingkungan
815021013,Taman RW06,Jl Squadron,Jakarta Timur,Makasar,Makasar,2540,Taman Lingkungan
815021012,Taman Embrio RW04,Jl Kerja Bakti,Jakarta Timur,Makasar,Makasar,220,Taman Lingkungan
815021011,Taman Segitiga Pintu II TamanII,Segitiga Pintu II,Jakarta Timur,Makasar,Pinang Ranti,1000,Taman Lingkungan
815021008,Taman Pinang Ranti SDN 09,Jl. Pinang Ranti SDN 09,Jakarta Timur,Makasar,Pinang Ranti,1569,Taman Lingkungan
815040008,Taman Tegalan,Jl. Tegalan,Jakarta Timur,Matraman,,686.5,Taman Lingkungan
815040007,Taman FO Matraman,Jl. Matraman Dalam,Jakarta Timur,Matraman,Kebon Manggis,308.25,Taman Lingkungan
815040005,Taman Kebon Manggis,Jl. Kebon Manggis 4,Jakarta Timur,Matraman,Kebon Manggis,485,Taman Lingkungan
815040006,Taman Bund. Slamet Riyadi,Jl. Slamet Riyadi,Jakarta Timur,Matraman,Kebon Manggis,200,Taman Lingkungan
815040002,Taman Brombek,Jl. Kelapa Sawit 2,Jakarta Timur,Matraman,Utan Kayu Selatan,1027,Taman Lingkungan
815040003,Taman Galur Sari I,Jl. Galur Sari Barat 2,Jakarta Timur,Matraman,Utan Kayu Utara,830.4,Taman Lingkungan
815040001,Taman Segi Tiga Utan Kayu,Jl. Utan Kayu/Pramuka,Jakarta Timur,Matraman,Utan Kayu Utara,1100,Taman Lingkungan
815040004,Taman Galur Sari II,Jl. Galur Sari Barat 2,Jakarta Timur,Matraman,Utan Kayu Utara,881.4,Taman Lingkungan
815010002,Taman Kampung Baru,Jl. RA Fadillah,Jakarta Timur,Pasar Rebo,,1500,Taman Lingkungan
815010003,Taman Mahoni,Jl. Kesehatan,Jakarta Timur,Pasar Rebo,Cijantung,3000,Taman Lingkungan
815010004,Taman Pendidikan (Pndk Kopi),Jl. Pendidikan,Jakarta Timur,Pasar Rebo,Cijantung,1000,Taman Lingkungan
815010005,Taman Pulau-Pulau (Cijantung),Jl. Cijantung,Jakarta Timur,Pasar Rebo,Cijantung,30,Taman Lingkungan
815010006,Taman Mahoni,Jl. Mahoni,Jakarta Timur,Pasar Rebo,Gedong,2724,Taman Lingkungan
815010007,Taman Cijantung,Jl. Jati,Jakarta Timur,Pasar Rebo,Gedong,7897.9,Taman Lingkungan
815010001,Taman Mawar(Taman Hutan Kota),Jl. Pekayon,Jakarta Timur,Pasar Rebo,Pekayon,1452,Taman Lingkungan
31010020,REFUNGSI SPBU NO. 34-13207 Jl.Jend.A. Yani (Sisi Selatan),Jl.Jend.A. Yani (Sisi Selatan),Jakarta Timur,Pulo Gadung,,1443,Taman Lingkungan
815050028,Taman Pulo Asem Utara,Jl. Pulo Asem Utara 5,Jakarta Timur,Pulo Gadung,,1067.9,Taman Lingkungan
815050002,Taman Kayu Mas I,Jl. Kayu Mas I,Jakarta Timur,Pulo Gadung,,1785,Taman Lingkungan
31010021,REFUNGSI SPBU NO. 34-14304 Jl.Jend.A. Yani (Sisi Utara),Jl.Jend.A. Yani (Sisi Utara),Jakarta Timur,Pulo Gadung,,1450,Taman Lingkungan
815050003,Taman Kayu Mas Utara,Jl. Kayu Mas Utara,Jakarta Timur,Pulo Gadung,,493,Taman Lingkungan
815050001,Taman Cipinang Empang,Jl. Cipinang Empang,Jakarta Timur,Pulo Gadung,Cipinang,1022,Taman Lingkungan
815050023,Taman Pulo Asem Timur IV,Jl. Pulo Asem Timur IV,Jakarta Timur,Pulo Gadung,Jati,1903,Taman Lingkungan
815050012,Taman Gabus,Jl. Gabus III,Jakarta Timur,Pulo Gadung,Jati,376,Taman Lingkungan
815050021,Taman Perhubungan III,Jl. Perhubungan III,Jakarta Timur,Pulo Gadung,Jati,536,Taman Lingkungan
815050010,Taman Rajungan,Jl. Rajungan,Jakarta Timur,Pulo Gadung,Jati,779.3,Taman Lingkungan
815050030,Taman Perhubungan IV,Jl. Perhubungan 4,Jakarta Timur,Pulo Gadung,Jati,435,Taman Lingkungan
815050019,Taman Duyung III,Jl. Duyung III,Jakarta Timur,Pulo Gadung,Jati,818,Taman Lingkungan
815050008,Taman Ketang-Ketang,Jl. Ketang-Ketang,Jakarta Timur,Pulo Gadung,Jati,1858.5,Taman Lingkungan
815050017,Taman Cakalang I,Jl. Cakalang,Jakarta Timur,Pulo Gadung,Jati,681,Taman Lingkungan
815050026,Taman Pulo Asem Utara Raya,Jl. Pulo Asem Utara Raya,Jakarta Timur,Pulo Gadung,Jati,1292.2,Taman Lingkungan
815050015,Taman Mas Koki,Jl. Mas Koki,Jakarta Timur,Pulo Gadung,Jati,763,Taman Lingkungan
815050024,Taman Pulo Asem Timur VII,Jl. Pulo Asem Timur VII,Jakarta Timur,Pulo Gadung,Jati,833.1,Taman Lingkungan
815050013,Taman Bandeng,Jl. Bandeng,Jakarta Timur,Pulo Gadung,Jati,390,Taman Lingkungan
815050022,Taman Pulo Asem,Jl. Pulo Asem,Jakarta Timur,Pulo Gadung,Jati,1950,Taman Lingkungan
815050011,Taman Lele,Jl. Lele II,Jakarta Timur,Pulo Gadung,Jati,541,Taman Lingkungan
815050020,Taman Perhubungan Lama,Jl. Perhubungan Lama,Jakarta Timur,Pulo Gadung,Jati,1048,Taman Lingkungan
815050009,Taman Nilam Raya,Jl. Nilam Raya,Jakarta Timur,Pulo Gadung,Jati,637.5,Taman Lingkungan
815050018,Taman Duyung,Jl. Taman Duyung,Jakarta Timur,Pulo Gadung,Jati,963,Taman Lingkungan
815050027,Taman Pulo Asem IV,Jl. Pulo Asem IV,Jakarta Timur,Pulo Gadung,Jati,1854.5,Taman Lingkungan
